coin,day,k_bp,lat,t,t_exit,side,dev_bp,b0_bp,hold_s,gross_bp,net_bp,fee_in_bp,worst_bp
ETHUSDT,2025-10-10,80,2,2025-10-10 21:46:48.999000+00:00,2025-10-10 21:51:42.999000+00:00,-1,-88.27,-69.37,294,54.97,24.98,14.97,-65.09
ETHUSDT,2025-10-10,80,2,2025-10-10 21:51:49.999000+00:00,2025-10-10 21:56:27.999000+00:00,-1,-89.88,-97.67,278,29.87,-0.2376,14.95,-10.46
ETHUSDT,2025-10-10,80,2,2025-10-10 21:56:28.999000+00:00,2025-10-10 21:57:56.999000+00:00,-1,-95.68,-62.14,88,54.46,24.49,14.97,-12.52
ETHUSDT,2025-10-10,80,10,2025-10-10 21:17:59.999000+00:00,2025-10-10 21:18:01.999000+00:00,1,103.1,-9.788,2,2.99,-26.89,15,-62.92
ETHUSDT,2025-10-10,80,10,2025-10-10 21:18:19.999000+00:00,2025-10-10 21:18:21.999000+00:00,1,82.86,-3.732,2,-11.7,-41.7,15,-109.4
ETHUSDT,2025-10-10,80,10,2025-10-10 21:20:09.999000+00:00,2025-10-10 21:20:13.999000+00:00,1,94.63,-37.48,4,-5.587,-35.53,14.98,-187.4
ETHUSDT,2025-10-10,80,10,2025-10-10 21:46:48.999000+00:00,2025-10-10 21:51:42.999000+00:00,-1,-88.27,-69.67,294,8.387,-21.66,14.97,-64.79
ETHUSDT,2025-10-10,80,10,2025-10-10 21:51:49.999000+00:00,2025-10-10 21:56:27.999000+00:00,-1,-89.88,-72.75,278,44.42,14.31,14.96,-35.38
ETHUSDT,2025-10-10,80,10,2025-10-10 21:56:28.999000+00:00,2025-10-10 21:57:56.999000+00:00,-1,-95.68,-45.59,88,40.23,10.24,14.98,-29.07
ETHUSDT,2025-10-10,120,0.5,2025-10-10 21:20:10.999000+00:00,2025-10-10 21:20:13.999000+00:00,1,120.3,-92.5,3,-40.24,-70.09,14.95,-242.4
ETHUSDT,2025-10-10,120,0.5,2025-10-10 21:49:17.999000+00:00,2025-10-10 21:51:42.999000+00:00,-1,-128.5,-119.4,145,101.9,71.67,14.94,6.257
ETHUSDT,2025-10-10,120,2,2025-10-10 21:20:10.999000+00:00,2025-10-10 21:20:13.999000+00:00,1,120.3,-57.53,3,7.91,-22.05,14.97,-207.4
ETHUSDT,2025-10-10,120,2,2025-10-10 21:49:17.999000+00:00,2025-10-10 21:51:42.999000+00:00,-1,-128.5,-105.5,145,90.86,60.66,14.95,-7.655
ETHUSDT,2025-10-10,120,10,2025-10-10 21:20:10.999000+00:00,2025-10-10 21:20:13.999000+00:00,1,120.3,-41.91,3,-10.06,-39.99,14.98,-191.8
ETHUSDT,2025-10-10,120,10,2025-10-10 21:49:17.999000+00:00,2025-10-10 21:51:42.999000+00:00,-1,-128.5,-98.32,145,36.53,6.369,14.95,-14.81
ETHUSDT,2026-08-19,40,0.5,2026-08-19 15:27:36.999000+00:00,2026-08-19 15:32:21.999000+00:00,1,48.93,53.95,285,54.9,25.15,15.03,-12.32
ETHUSDT,2026-08-19,40,0.5,2026-08-19 20:50:40.999000+00:00,2026-08-19 20:52:52.999000+00:00,1,42.98,22.78,132,26.77,-3.414,15.01,-16.28
ETHUSDT,2026-08-19,40,0.5,2026-08-19 21:07:22.999000+00:00,2026-08-19 21:11:08.999000+00:00,1,55.34,28.71,226,30.43,0.7912,15.01,8.11
ETHUSDT,2026-08-19,40,2,2026-08-19 15:27:36.999000+00:00,2026-08-19 15:32:21.999000+00:00,1,48.93,65.64,285,66.3,36.54,15.03,-0.637
ETHUSDT,2026-08-19,40,2,2026-08-19 20:50:40.999000+00:00,2026-08-19 20:52:52.999000+00:00,1,42.98,16.13,132,16.91,-13.23,15.01,-22.92
ETHUSDT,2026-08-19,40,2,2026-08-19 21:07:22.999000+00:00,2026-08-19 21:11:08.999000+00:00,1,55.34,15.08,226,15.47,-14.21,15.01,-5.52
ETHUSDT,2026-08-19,40,10,2026-08-19 15:27:36.999000+00:00,2026-08-19 15:32:21.999000+00:00,1,48.93,5.609,285,5.276,-24.47,15,-60.66
ETHUSDT,2026-08-19,40,10,2026-08-19 20:50:40.999000+00:00,2026-08-19 20:52:52.999000+00:00,1,42.98,4.5,132,5.189,-24.96,15,-34.55
ETHUSDT,2026-08-19,40,10,2026-08-19 21:07:22.999000+00:00,2026-08-19 21:11:08.999000+00:00,1,55.34,8.561,226,9.987,-19.71,15,-12.04
ETHUSDT,2026-08-19,60,0.5,2026-08-19 15:27:37.999000+00:00,2026-08-19 15:32:21.999000+00:00,1,64.21,43.8,284,44.75,15.04,15.02,-22.47
ETHUSDT,2026-08-19,60,2,2026-08-19 15:27:37.999000+00:00,2026-08-19 15:32:21.999000+00:00,1,64.21,52.5,284,53.16,23.43,15.03,-13.78
ETHUSDT,2026-08-19,60,10,2026-08-19 15:27:37.999000+00:00,2026-08-19 15:32:21.999000+00:00,1,64.21,9.339,284,9.006,-20.78,15,-56.93
