con,entry,tmin,E0,head_eq,head_bp,eq_min,per,L,asset
ETHUSDT_240628,2024-04-08 00:00:00,2024-04-08 23:00:00,1.0389846585580649,0.6975773783606851,690.3848345715626,0.809754794431919,FULL,10,ETH
ETHUSDT_240628,2024-04-18 19:00:00,2024-05-23 11:50:00,1.296757794306964,0.8334049583086472,824.8905757687579,0.9640115463620346,FULL,10,ETH
ETHUSDT_240927,2024-06-23 08:00:00,2024-07-01 04:00:00,1.2875399360438633,0.8646696149448575,855.8056137669354,0.9671551053050425,FULL,10,ETH
ETHUSDT_241227,2024-08-06 16:00:00,2024-08-06 17:15:00,1.4875894635967863,0.8389784004497616,830.3702162272419,0.9421087932645995,FULL,10,ETH
ETHUSDT_250328,2024-12-15 15:00:00,2024-12-16 18:50:00,1.6432805919997198,0.8479447771072529,839.188002130371,0.9566813435921816,FULL,10,ETH
ETHUSDT_250926,2025-04-04 07:00:00,2025-05-12 09:35:00,2.1396108685376696,0.6904819271748674,683.4110892744085,0.8359050761068654,FULL,10,ETH
ETHUSDT_251226,2025-06-27 11:00:00,2025-07-16 18:40:00,1.9169219806330735,0.6250911297020422,618.6970106041172,0.7662682431470555,FULL,10,ETH
ETHUSDT_251226,2025-08-31 17:00:00,2025-09-14 13:30:00,1.484194977612136,0.8319755755101028,823.489726630982,0.9376606106716431,FULL,10,ETH
ETHUSDT_260327,2026-02-02 16:00:00,2026-02-07 16:15:00,1.6366713099221024,0.8474645630793513,838.8871028083447,0.9357081685408157,FULL,10,ETH
ETHUSDT_260925,2026-03-27 16:00:00,2026-04-07 23:30:00,1.7054489604605094,0.8776296796738866,868.7005529187688,0.9939855321402581,FULL,10,ETH
ETHUSDT_260925,2026-06-10 00:00:00,2026-06-15 15:55:00,1.7724784212585194,0.8753711196465185,866.5082960542701,0.9891401091733371,FULL,10,ETH
BTCUSDT_220325,2022-01-15 16:00:00,2022-01-15 16:55:00,0.9848872253406583,0.8348832911341817,548.1224464809661,0.9884817857941129,FULL,15,BTC
BTCUSDT_220325,2022-01-28 04:00:00,2022-02-07 15:40:00,1.0389212532010574,0.8078578412096403,530.407586447749,0.9865241850707923,FULL,15,BTC
BTCUSDT_220624,2022-04-24 01:00:00,2022-05-01 22:40:00,1.0505029715155847,0.8119654804193406,533.1246936606074,0.9594903960186079,FULL,15,BTC
BTCUSDT_221230,2022-11-10 08:00:00,2022-11-22 00:45:00,1.0035549089200597,0.8143907896497818,534.7466041842293,0.959241176739609,FULL,15,BTC
BTCUSDT_230630,2023-04-09 08:00:00,2023-04-14 04:05:00,0.9543693909069116,0.7973757142890945,523.5074573106316,0.9660975533455469,FULL,15,BTC
BTCUSDT_230929,2023-07-13 00:00:00,2023-07-13 15:50:00,0.904096365927428,0.8134119975882197,534.0145620298136,0.9705815419253155,FULL,15,BTC
BTCUSDT_230929,2023-08-23 00:00:00,2023-08-29 14:50:00,0.9010349344526993,0.7314001301484768,480.2128310334718,0.8918851667018114,FULL,15,BTC
BTCUSDT_240329,2023-10-01 19:00:00,2023-10-27 12:25:00,0.9366845449575972,0.629951463332326,413.55058288957497,0.8237078696417304,FULL,15,BTC
