variant,L,band,cagr_is,sharpe_is,maxdd_is,liq_is,lookback_d,theta,K
rotate_10coins,1,0.05,0.051158152250771805,5.109011562020323,0.015212885904518192,0,14.0,0.0,2.0
rotate_10coins,1,0.1,0.06682237018861414,6.721984687021518,0.013320647312897504,0,14.0,0.0,2.0
rotate_10coins,1,0.05,0.050155668218204275,5.529282661964852,0.025551337191515144,0,14.0,0.0,4.0
rotate_10coins,1,0.1,0.0630516587012695,7.013364945078401,0.020181772206427473,0,14.0,0.0,4.0
rotate_10coins,1,0.05,0.05552936841377254,5.054882398940327,0.015607844233638257,0,14.0,0.05,1.0
rotate_10coins,1,0.1,0.07039103804012337,6.475657802863831,0.012020529346084441,0,14.0,0.05,1.0
rotate_10coins,1,0.05,0.053561990087899414,5.695509776961196,0.015565302088715094,0,14.0,0.05,2.0
rotate_10coins,1,0.1,0.06881947696132418,7.329924589438668,0.013320647726937085,0,14.0,0.05,2.0
rotate_10coins,1,0.05,0.05335617361517242,6.563050931133444,0.015254266683275453,0,14.0,0.05,4.0
rotate_10coins,1,0.1,0.06594078703630868,8.195438323966908,0.012860475891186107,0,14.0,0.05,4.0
rotate_10coins,1,0.05,0.05307070149708926,5.001444826780023,0.01928486424643716,0,14.0,0.1,1.0
rotate_10coins,1,0.1,0.06451638287080885,6.1006367905318974,0.017126023676203972,0,14.0,0.1,1.0
rotate_10coins,1,0.05,0.050833269042893425,5.984920034850708,0.015736066335021337,0,14.0,0.1,2.0
rotate_10coins,1,0.1,0.061610082192079085,7.2264461437451,0.01359946276094548,0,14.0,0.1,2.0
rotate_10coins,1,0.05,0.04787305098059136,6.142655539138917,0.015381068727316816,0,14.0,0.1,4.0
rotate_10coins,1,0.1,0.058615045429461166,7.466985146951685,0.011774634823821795,0,14.0,0.1,4.0
rotate_10coins,1,0.05,0.037738995161027855,4.554199330337076,0.01202610095409895,0,14.0,0.2,1.0
rotate_10coins,1,0.1,0.04366203268995861,5.09015415741488,0.012300895941534828,0,14.0,0.2,1.0
rotate_10coins,1,0.05,0.04005168218382038,6.211149157073944,0.0033582949155658293,0,14.0,0.2,2.0
rotate_10coins,1,0.1,0.0444586908153386,6.667256409678451,0.0035901708358127005,0,14.0,0.2,2.0
rotate_10coins,1,0.05,0.035891328397294364,6.0539902017472675,0.0031015392490962856,0,14.0,0.2,4.0
rotate_10coins,1,0.1,0.04019260563526106,6.603682720918299,0.0024928577384937256,0,14.0,0.2,4.0
rotate_10coins,3,0.05,-0.12292468400571277,-2.03073975169531,0.34376896816731695,0,3.0,0.0,1.0
rotate_10coins,3,0.1,-0.08793881573603757,-1.427464278169264,0.28028881098926195,0,3.0,0.0,1.0
rotate_10coins,3,0.05,-0.11955934122199574,-2.686003845156109,0.3313725961581173,0,3.0,0.0,2.0
rotate_10coins,3,0.1,-0.07942990515993975,-1.7586793293251026,0.2739067267366251,0,3.0,0.0,2.0
rotate_10coins,3,0.05,-0.10239866836273193,-3.0202574324516207,0.29571209476164073,0,3.0,0.0,4.0
rotate_10coins,3,0.1,-0.06296286198263734,-1.8183692539803626,0.2415795542938307,0,3.0,0.0,4.0
rotate_10coins,3,0.05,-0.06589954644002693,-1.2155664279750902,0.2375576610907062,0,3.0,0.05,1.0
rotate_10coins,3,0.1,-0.02887047937584719,-0.5110562528804954,0.18597687036093402,0,3.0,0.05,1.0
rotate_10coins,3,0.05,-0.058789237889704915,-1.5652297992214093,0.20445082526225422,0,3.0,0.05,2.0
rotate_10coins,3,0.1,-0.021533031090131383,-0.5526085127348215,0.15544567614513016,0,3.0,0.05,2.0
rotate_10coins,3,0.05,-0.06463202057914941,-2.1890982126794354,0.23375689580283732,0,3.0,0.05,4.0
rotate_10coins,3,0.1,-0.025559416897326215,-0.835841831934563,0.17978963671735415,0,3.0,0.05,4.0
rotate_10coins,3,0.05,0.0023640226749854776,0.08408355775177949,0.0948837965881637,0,3.0,0.1,1.0
