,0
2025-12-22,1.4557732962318142
2025-12-23,1.4557732962318142
2025-12-24,1.4557732962318142
2025-12-25,1.4557732962318142
2025-12-26,1.4557732962318142
2025-12-27,1.4557732962318142
2025-12-28,1.4557732962318142
2025-12-29,1.4557732962318142
2025-12-30,1.4557732962318142
2025-12-31,1.4557732962318142
2026-01-01,1.4557732962318142
2026-01-02,1.474820756804004
2026-01-03,1.4364442655359304
2026-01-04,1.4608684243900854
2026-01-05,1.4560804084722339
2026-01-06,1.4453376580599722
2026-01-07,1.4453376580599722
2026-01-08,1.4453376580599722
2026-01-09,1.4453376580599722
2026-01-10,1.4453376580599722
2026-01-11,1.4453376580599722
2026-01-12,1.443248034084689
2026-01-13,1.501525288421874
2026-01-14,1.5348991156285445
2026-01-15,1.5686930305168845
2026-01-16,1.617400158372523
2026-01-17,1.6275151264552925
2026-01-18,1.6275151264552925
2026-01-19,1.6275151264552925
2026-01-20,1.6275151264552925
2026-01-21,1.6275151264552925
2026-01-22,1.6275151264552925
2026-01-23,1.6275151264552925
2026-01-24,1.6449520307682572
2026-01-25,1.649173619215345
2026-01-26,1.5999195764910625
2026-01-27,1.6837304023091637
2026-01-28,1.7064464310626195
2026-01-29,1.6981947496713792
2026-01-30,1.716471324699921
2026-01-31,1.716471324699921
2026-02-01,1.716471324699921
2026-02-02,1.716471324699921
2026-02-03,1.716471324699921
2026-02-04,1.716471324699921
2026-02-05,1.716471324699921
2026-02-06,1.716471324699921
2026-02-07,1.716471324699921
2026-02-08,1.716471324699921
2026-02-09,1.7133211912004827
2026-02-10,1.7558054179895743
2026-02-11,1.728725885750323
2026-02-12,1.7139646020493724
2026-02-13,1.6994035242973369
2026-02-14,1.7188292147967086
2026-02-15,1.7522626942924873
2026-02-16,1.7060848332328147
2026-02-17,1.7332467018082263
2026-02-18,1.7408363417727213
2026-02-19,1.7408363417727213
2026-02-20,1.7408363417727213
2026-02-21,1.7408363417727213
2026-02-22,1.7408363417727213
2026-02-23,1.7408363417727213
2026-02-24,1.7220049449188033
2026-02-25,1.7169885768130995
2026-02-26,1.7308245626350975
2026-02-27,1.7562469600972226
2026-02-28,1.7517941459126807
2026-03-01,1.7517941459126807
2026-03-02,1.6428112382455253
2026-03-03,1.6428112382455253
2026-03-04,1.6428112382455253
2026-03-05,1.6489733546192153
2026-03-06,1.6726157688944145
2026-03-07,1.6783130339691426
2026-03-08,1.6694580520057605
2026-03-09,1.669221483657655
2026-03-10,1.669221483657655
2026-03-11,1.669221483657655
2026-03-12,1.669221483657655
2026-03-13,1.669221483657655
2026-03-14,1.669221483657655
2026-03-15,1.669221483657655
2026-03-16,1.669221483657655
2026-03-17,1.669221483657655
2026-03-18,1.669221483657655
2026-03-19,1.669221483657655
2026-03-20,1.669221483657655
2026-03-21,1.669221483657655
2026-03-22,1.669221483657655
2026-03-23,1.669221483657655
2026-03-24,1.669221483657655
2026-03-25,1.669221483657655
2026-03-26,1.669221483657655
2026-03-27,1.669221483657655
2026-03-28,1.669221483657655
2026-03-29,1.669221483657655
2026-03-30,1.669221483657655
2026-03-31,1.669221483657655
2026-04-01,1.669221483657655
2026-04-02,1.6482983564668687
2026-04-03,1.703514619183616
2026-04-04,1.7168410288663538
2026-04-05,1.726763017180384
2026-04-06,1.7487478128400296
2026-04-07,1.7487478128400296
2026-04-08,1.7487478128400296
2026-04-09,1.7487478128400296
2026-04-10,1.7487478128400296
2026-04-11,1.7487478128400296
2026-04-12,1.7487478128400296
2026-04-13,1.7487478128400296
