tsmom,scheme,sharpe_cis,sharpe_oos,y2025,y2026,tsmom_sharpe_oos
N40_short_sign_hl20_b0.5,inv_vol_book_tsmom,1.2577036601149687,1.4677560421761482,0.3628037692189716,-0.06594474596233979,0.19126861601530773
N40_short_sign_hl20_b0.5,equal_capital_3,1.6025168458179306,1.210397355961226,0.20496498385547057,-0.037607614801472455,0.19126861601530773
N40_short_sign_hl60_b0.0,inv_vol_3,9.178224760689579,4.381412743839438,0.07187929353043132,0.0053047377412167585,0.0016013487225859783
N40_short_sign_hl60_b0.0,inv_vol_book_tsmom,1.0744176943844204,1.343475557414923,0.3268715524217627,-0.05895430135779445,0.0016013487225859783
N40_short_sign_hl60_b0.0,equal_capital_3,1.369157520938686,1.042193521083178,0.17242208762554334,-0.030188632343042032,0.0016013487225859783
N40_short_sign_hl60_b0.5,inv_vol_3,9.345460639578945,4.449440978305061,0.07297926644723352,0.004921590306438128,0.06888755313984737
N40_short_sign_hl60_b0.5,inv_vol_book_tsmom,1.2556579969566914,1.393505169395531,0.3417551754946171,-0.06274353206631811,0.06888755313984737
N40_short_sign_hl60_b0.5,equal_capital_3,1.5987167771905257,1.109001637591824,0.18558738569264333,-0.03418812519582959,0.06888755313984737
N40_short_z_hl20_b0.0,inv_vol_3,9.234356451379599,4.540592669442354,0.07247014858233047,0.007742217895478687,0.30264313461197545
N40_short_z_hl20_b0.0,inv_vol_book_tsmom,1.1574393378154606,1.5172129366641098,0.3360589044806668,-0.03486581358338903,0.30264313461197545
N40_short_z_hl20_b0.0,equal_capital_3,1.4677585062156926,1.269753050190893,0.1791388625006538,-0.0041141822822527985,0.30264313461197545
N40_short_z_hl20_b0.5,inv_vol_3,9.349570674158414,4.617148368566544,0.07258696367326456,0.007619439969205111,0.31828367394154883
N40_short_z_hl20_b0.5,inv_vol_book_tsmom,1.272952594145883,1.5454856372478574,0.3370407315854018,-0.035872060975908115,0.31828367394154883
N40_short_z_hl20_b0.5,equal_capital_3,1.6204682039210947,1.3200328808205515,0.18089388095543302,-0.005433614173406043,0.31828367394154883
N40_short_z_hl60_b0.0,inv_vol_3,9.35960536840518,4.524846289159691,0.07047345074211186,0.00886000577718371,0.22981138535192672
N40_short_z_hl60_b0.0,inv_vol_book_tsmom,1.3234092713032188,1.4746764555135081,0.3092305102758244,-0.02333948525917795,0.22981138535192672
N40_short_z_hl60_b0.0,equal_capital_3,1.687431762845423,1.2204834836867582,0.15546066270951875,0.007971397578587336,0.22981138535192672
N40_short_z_hl60_b0.5,inv_vol_3,9.404757141274624,4.656525867311128,0.07048641929473254,0.010167755154364855,0.3792877624540973
N40_short_z_hl60_b0.5,inv_vol_book_tsmom,1.3524601103684997,1.5754140574414026,0.3092510818428007,-0.00973340182215865,0.3792877624540973
N40_short_z_hl60_b0.5,equal_capital_3,1.726648321772567,1.3670416494945314,0.15585304312471204,0.022376036945624733,0.3792877624540973
N40_long_sign_hl20_b0.0,inv_vol_3,9.643301925811048,4.718319101347431,0.07549557093604031,0.008877393818949919,0.69993030705463
N40_long_sign_hl20_b0.0,inv_vol_book_tsmom,1.474972235343844,1.7488341018378473,0.37085103703859246,-0.022799647378660137,0.69993030705463
