thr_in,thr_out_f,K,hedge,side,universe,L,cagr_is,maxdd_is,worst_day_is,sharpe_is,final_is,trades_is,liq_is,funding_is,costs_is,years_is,cagr_oos,maxdd_oos,worst_day_oos,sharpe_oos,final_oos,trades_oos,liq_oos,funding_oos,costs_oos,years_oos,variant
2.0,0.0,10,btc,both,okx,15,-0.99787247326442,-0.9999999905309984,-0.8134580634906732,-2.91306784410247,9.469001573670005e-09,246,203,0.010766318765685108,0.04507808705242122,"{""2022"": -0.9999999458283028, ""2023"": -0.8252038970131703, ""2024"": 0.0}",-1.0,-1.0,-1.0,-1.3527394921040652,0.0,31,29,0.1378069995225605,0.07597186006440095,"{""2025"": -1.0, ""2026"": 0.0}",okx_universe
2.0,0.0,10,btc,both,okx,20,-0.9773685076816763,-0.9999885281901014,-0.8966878696,-2.276451247091583,1.1471809898544167e-05,143,126,0.010696213705415734,0.06531289818192741,"{""2022"": -0.9987969129047781, ""2023"": -0.07035864315005802, ""2024"": -0.9897430216856632}",-0.9998183767918407,-0.9999994158469802,-0.555237333811042,-1.3559776320162762,5.870861743819675e-07,280,234,0.12208345729160155,0.12623415644311942,"{""2025"": -0.999730106798717, ""2026"": -0.9978247463382144}",okx_universe
2.0,0.0,10,btc,both,all,1,0.830669382950171,-0.35361424466366986,-0.1335755586535402,1.4722216220528561,6.145386951396428,1182,5,6.610696197631862,2.081219836817334,"{""2022"": 1.8021575849141018, ""2023"": 0.3006831582533911, ""2024"": 0.686107118865241}",-0.22474611344186624,-0.7709993083273188,-0.3446515599908454,0.19682779844035292,0.6543963746445358,1088,14,4.742121707708804,0.635795395928214,"{""2025"": 0.11218016650356999, ""2026"": -0.4116093827659203}",funding_x0.8
2.0,0.0,10,btc,both,all,3,0.7708985081396065,-0.6861870189226809,-0.4461222081629824,1.060287614792191,5.562384406646006,802,42,12.205750373566612,3.180012247547568,"{""2022"": 1.404227027568258, ""2023"": 0.7292404756660136, ""2024"": 0.337919955746961}",-0.8492517179854994,-0.9889532619145217,-0.5787768767002541,0.2806826670168724,0.04277313412192317,1228,143,6.673330227681941,0.9406221341207756,"{""2025"": -0.38882834893926266, ""2026"": -0.9300145318460256}",funding_x0.8
2.0,0.0,10,btc,both,all,5,-0.7975189292797417,-0.9980183281329456,-0.6243678894904268,0.039738641350482315,0.008265192434316766,1022,144,4.669579467932603,1.7868791521767458,"{""2022"": -0.4813394707574329, ""2023"": -0.3312976874815752, ""2024"": -0.9761692919837354}",-0.999904642084858,-0.9999999487467853,-0.8390506313191116,-0.2981239512345794,2.007241985260979e-07,1174,318,5.114002500854451,1.0138692908078442,"{""2025"": -0.9874274550514194, ""2026"": -0.9999840347201504}",funding_x0.8
2.0,0.0,10,btc,both,all,10,-1.0,-1.0,-1.0,-0.7683689957290336,0.0,86,53,0.12322370904690862,0.10114398694510579,"{""2022"": -1.0, ""2023"": 0.0, ""2024"": 0.0}",-1.0,-1.0,-1.0,-0.3658574888760932,0.0,756,388,0.4550867170288368,0.20129360574844773,"{""2025"": -0.9999964880212736, ""2026"": -1.0}",funding_x0.8
2.0,0.0,10,btc,both,all,15,-0.9979616386333678,-0.9999999926415193,-0.9767469514286872,-1.2325333588726708,8.326676766006178e-09,330,248,0.02569045421725554,0.06628804309709413,"{""2022"": -0.9999999282155533, ""2023"": -0.8840044446613268, ""2024"": 0.0}",-1.0,-1.0,-1.0,-1.8056762132185995,0.0,57,45,0.0319634975872394,0.06175957598112735,"{""2025"": -1.0, ""2026"": 0.0}",funding_x0.8
2.0,0.0,10,btc,both,all,20,-1.0,-1.0,-1.0,-0.9820636587092632,0.0,155,130,0.09608579801095084,0.12711445001335916,"{""2022"": -0.9986799758221261, ""2023"": -0.5676345204376886, ""2024"": -1.0}",-0.9999844944585022,-0.9999999908282025,-0.74884234571518,-1.5851993948939729,9.739510843221455e-09,324,275,0.05290080312429391,0.09875206296950263,"{""2025"": -0.99999965186415, ""2026"": -0.9720238210402115}",funding_x0.8
2.0,0.0,10,btc,both,okx,1,0.31992883263609473,-0.47958457613653027,-0.13748785500565242,0.9654642450400522,2.301345492441677,509,5,1.7276914406400095,0.48149609285374245,"{""2022"": 0.6721158111451002, ""2023"": 0.06903166892950918, ""2024"": 0.2874337744095974}",-0.7238167971789354,-0.9337494281809553,-0.20555158221960312,-1.4421040868524755,0.11726608466619362,1193,14,1.525442706294154,0.38115551082306404,"{""2025"": -0.6675361395679613, ""2026"": -0.647281709014009}",okx_and_funding_x0.8
2.0,0.0,10,btc,both,okx,3,-0.24647248457842408,-0.8736536183560022,-0.42371491282845597,0.1376454509109258,0.42752412961032144,526,38,2.0752672647389763,0.6589524455818162,"{""2022"": -0.044074115833280136, ""2023"": -0.31332956857279304, ""2024"": -0.34868952444333345}",-0.915491265249355,-0.9962789253498446,-0.38569461481513734,-0.3283563107137608,0.016311077998721717,945,60,3.8189287744078064,1.2190558944818326,"{""2025"": -0.9183547052095126, ""2026"": -0.8002202326468645}",okx_and_funding_x0.8
2.0,0.0,10,btc,both,okx,5,-0.666896515395752,-0.9886128132645863,-0.5801311121061594,-0.11170657419572717,0.03684932402026319,550,102,0.8146329366528433,0.28697737058906153,"{""2022"": -0.692808570403346, ""2023"": -0.6348118634098119, ""2024"": -0.6715239045745824}",-1.0,-1.0,-1.0,-0.9683052132485865,0.0,766,93,3.452777306021262,0.9996845614784924,"{""2025"": -1.0, ""2026"": 0.0}",okx_and_funding_x0.8
2.0,0.0,10,btc,both,okx,10,-0.9979015062433452,-0.9999999909137265,-0.7931861221323555,-1.9135193587697632,9.086273501002952e-09,467,270,0.02806587456235086,0.046940916272772346,"{""2022"": -0.999996754444452, ""2023"": -0.9671608901300961, ""2024"": -0.9147478418525938}",-0.9999871014323511,-0.9999999945521195,-0.8789029607018316,-1.8133527573417394,7.167500553583993e-09,569,246,0.7488149202861641,0.2767260193584498,"{""2025"": -0.9999999928324994, ""2026"": 0.0}",okx_and_funding_x0.8
2.0,0.0,10,btc,both,okx,15,-0.9978716743861497,-0.9999999910569587,-0.8133978738856498,-2.920156886146961,9.479682053141263e-09,245,202,0.00860491825877466,0.04502191059830673,"{""2022"": -0.9999999502877002, ""2023"": -0.8093091228040725, ""2024"": 0.0}",-1.0,-1.0,-1.0,-1.379015240854304,0.0,32,30,0.10779647167143294,0.07564339565205318,"{""2025"": -1.0, ""2026"": 0.0}",okx_and_funding_x0.8
2.0,0.0,10,btc,both,okx,20,-0.9775458213149891,-0.9999887959631392,-0.8966878696,-2.2977280589163382,1.1204036860800743e-05,143,126,0.008548130799991116,0.06522890141404347,"{""2022"": -0.9988181384279885, ""2023"": -0.0866139302206852, ""2024"": -0.9896210472875518}",-0.9998940626990472,-0.9999997620222403,-0.5264722451056301,-1.5091766293192013,2.3917269588301557e-07,285,239,0.09542438299833313,0.12434770088170971,"{""2025"": -0.9997824885342615, ""2026"": -0.9989004133870781}",okx_and_funding_x0.8
2.0,0.0,10,btc,both,all,1,1.1537964822697178,-0.3843050571315969,-0.12836436439429288,1.8165388649845164,10.01213920873136,1219,6,11.882681098419333,2.9822795521554917,"{""2022"": 2.289668698982315, ""2023"": 0.5380558039551053, ""2024"": 0.9788032909434259}",0.7980389687939702,-0.6678789504191261,-0.3228892024219211,1.0401093567432955,2.65725035240933,1213,13,16.90883475031196,1.6246525247629038,"{""2025"": 3.7683478391536696, ""2026"": -0.44273143611918875}",entry_+1h
2.0,0.0,10,btc,both,all,3,1.6627395881832392,-0.7133636667790795,-0.43608332320523424,1.4093716437173958,18.930032939093067,982,43,44.751514908667,10.354469299965487,"{""2022"": 3.2355962371780667, ""2023"": 1.3409097697108874, ""2024"": 0.9092031475832392}",0.690459639359531,-0.9639237126232255,-0.4558065764251109,1.1832978669775904,2.3977272927907824,1257,112,80.28499851268619,8.308494604454937,"{""2025"": 16.250919960158686, ""2026"": -0.8610087289067259}",entry_+1h
2.0,0.0,10,btc,both,all,5,1.594780399546702,-0.8263871704031047,-0.6318753628728655,1.3626020214938832,17.516056940348054,511,70,13.875724681978923,4.575745061939543,"{""2022"": 1.9328653825381292, ""2023"": 1.9551506815740356, ""2024"": 1.0209919730772068}",-1.0,-1.0,-1.0,0.320716995531333,0.0,878,167,16.251395902259905,2.2614847803437566,"{""2025"": -0.8796024730166803, ""2026"": -1.0}",entry_+1h
2.0,0.0,10,btc,both,all,10,-1.0,-1.0,-1.0,-0.6456684697213579,0.0,121,73,0.2218690510971815,0.13879008974257018,"{""2022"": -1.0, ""2023"": 0.0, ""2024"": 0.0}",-1.0,-1.0,-1.0,-0.12622312785331785,0.0,514,211,1.8187750684805593,0.4536128114778698,"{""2025"": -1.0, ""2026"": 0.0}",entry_+1h
2.0,0.0,10,btc,both,all,15,-1.0,-1.0,-1.0,-0.7297688836301311,0.0,217,160,0.04498274868533678,0.06586928507135072,"{""2022"": -1.0, ""2023"": 0.0, ""2024"": 0.0}",-1.0,-1.0,-1.0,-0.8964201632605142,0.0,224,154,0.27521286583579313,0.13633868578786718,"{""2025"": -1.0, ""2026"": 0.0}",entry_+1h
2.0,0.0,10,btc,both,all,20,-1.0,-1.0,-1.0,-1.7171607007995633,0.0,159,131,0.026497681418023552,0.08263908181303566,"{""2022"": -0.9949399151274002, ""2023"": 0.0020191679897834103, ""2024"": -1.0}",-0.999984339758644,-0.9999999900980879,-0.8038025803621998,-1.6287155955664905,9.90191203283376e-09,319,262,0.04644419719560049,0.07397387425627067,"{""2025"": -0.9999997044348831, ""2026"": -0.9664983739148716}",entry_+1h
2.0,0.0,10,btc,both,all,1,0.6751737725496192,-0.4097960665083483,-0.145501723864782,1.314473865868787,4.707533910728183,1201,6,7.1031530698815475,1.8130028863642138,"{""2022"": 1.66825354138212, ""2023"": 0.18404480171184012, ""2024"": 0.49004102927714266}",-0.34598301265720177,-0.835259343413075,-0.35651832065803046,0.030900004534983948,0.4929658027581174,1172,20,5.234811074940951,0.5876653520981598,"{""2025"": -0.19361602516027088, ""2026"": -0.3886711316949303}",exit_+1h
2.0,0.0,10,btc,both,all,3,0.11458647168624814,-0.8985413126250201,-0.43871798386042615,0.7012787887160488,1.3850657218063032,1144,51,18.367708342364637,4.56397863395288,"{""2022"": 2.038175828287417, ""2023"": -0.22166107212373976, ""2024"": -0.41428179155543476}",-0.7928919563518844,-0.9894805292349461,-0.5565092584066089,0.27574927809935734,0.07260269715968558,1298,147,15.820489595641883,1.7299276901932354,"{""2025"": 0.8823287793408856, ""2026"": -0.961429322041653}",exit_+1h
2.0,0.0,10,btc,both,all,5,-0.7457294802456425,-0.9962099114585121,-0.6030460394537271,0.11015541333205384,0.016377918526939608,983,143,4.616896653764191,1.5051874610610316,"{""2022"": -0.561785100402793, ""2023"": -0.28441453044074105, ""2024"": -0.9477711993315319}",-0.9034376049242187,-0.992559694910511,-0.6306847036799573,0.888725871935214,0.0203676300472333,1265,304,8.468208357657227,1.0601735164205481,"{""2025"": -0.5719890743688502, ""2026"": -0.9524132940830915}",exit_+1h
2.0,0.0,10,btc,both,all,10,-1.0,-1.0,-1.0,-0.7051740760061344,0.0,84,52,0.17437032432836153,0.11442528322806991,"{""2022"": -1.0, ""2023"": 0.0, ""2024"": 0.0}",-1.0,-1.0,-1.0,-0.4717506764698576,0.0,675,360,0.8596631557038755,0.2319229030542335,"{""2025"": -0.9996626535735372, ""2026"": -1.0}",exit_+1h
2.0,0.0,10,btc,both,all,15,-0.9980737397598761,-0.9999999939378714,-0.9767365856823631,-1.2568590804582083,7.0259611545498875e-09,338,256,0.03316156386358856,0.06890418558738826,"{""2022"": -0.999999827682515, ""2023"": -0.9592266498271483, ""2024"": 0.0}",-1.0,-1.0,-1.0,-1.8455398522419895,0.0,59,49,0.041152743828062534,0.059192243846337936,"{""2025"": -1.0, ""2026"": 0.0}",exit_+1h
2.0,0.0,10,btc,both,all,20,-1.0,-1.0,-1.0,-0.932227575646185,0.0,155,130,0.1255053986478901,0.13243097957433966,"{""2022"": -0.998555673189026, ""2023"": -0.5661386133967037, ""2024"": -1.0}",-0.999984803254487,-0.9999999906284955,-0.7485095064145133,-1.4558937384203967,9.418560801710792e-09,324,275,0.06897392459567442,0.10170134321020559,"{""2025"": -0.9999997117188877, ""2026"": -0.9673285539761093}",exit_+1h
2.0,0.0,10,btc,both,all,1,1.0515065337829728,-0.3899895633313436,-0.12791831951843224,1.7112530674206463,8.651147320554536,1211,6,10.229997488463866,2.492360821448876,"{""2022"": 1.9893218687424703, ""2023"": 0.4119521638195065, ""2024"": 1.0496563157715286}",1.0682540619849008,-0.5021193761492133,-0.3642349194913982,1.1583370137032651,3.35519876945932,1083,12,13.710983841859367,1.1909159924147137,"{""2025"": 1.2506198352757134, ""2026"": 0.4907887671079212}",entry_exit_+1h
2.0,0.0,10,btc,both,all,3,1.0756505030384131,-0.7398619880915295,-0.4507924235211308,1.2011135643335455,8.960486768108787,805,39,16.680810250785324,4.204436536470446,"{""2022"": 2.163569264396898, ""2023"": 0.6657623320525883, ""2024"": 0.7003613245742966}",-0.2024704101420347,-0.9641357145250613,-0.5786206889911197,0.8302560132893568,0.6860162516825563,1081,117,26.81018814643461,3.4583134674580758,"{""2025"": 0.44273145876246645, ""2026"": -0.524501772304182}",entry_exit_+1h
2.0,0.0,10,btc,both,all,5,-0.5509202503891821,-0.9947835560676211,-0.6151673737485124,0.442267243526342,0.09036866718020989,1016,136,19.07865719008373,5.69645492883832,"{""2022"": 0.9834322034083522, ""2023"": -0.22512283697574176, ""2024"": -0.9412013093535756}",-1.0,-1.0,-1.0,-0.3769101353633829,0.0,758,144,15.631342901591388,2.1955308195093695,"{""2025"": -0.8922347219930399, ""2026"": -1.0}",entry_exit_+1h
2.0,0.0,10,btc,both,all,10,-1.0,-1.0,-1.0,-0.7073221960789884,0.0,122,75,0.22751586291501247,0.13794749486109803,"{""2022"": -1.0, ""2023"": 0.0, ""2024"": 0.0}",-1.0,-1.0,-1.0,0.009108987452463791,0.0,511,226,1.7531442691789403,0.4838517263509363,"{""2025"": -1.0, ""2026"": 0.0}",entry_exit_+1h
2.0,0.0,10,btc,both,all,15,-1.0,-1.0,-1.0,-0.7706239689190343,0.0,221,164,0.04572232685245052,0.06791385370556641,"{""2022"": -1.0, ""2023"": 0.0, ""2024"": 0.0}",-1.0,-1.0,-1.0,-1.2453467521964168,0.0,222,159,0.25633645391583404,0.11754955147721795,"{""2025"": -1.0, ""2026"": 0.0}",entry_exit_+1h
2.0,0.0,10,btc,both,all,20,-1.0,-1.0,-1.0,-1.7227734890546489,0.0,159,133,0.020263063708672712,0.06617229897855938,"{""2022"": -0.9963362869062474, ""2023"": 0.15658492853025296, ""2024"": -1.0}",-0.9999849387731825,-0.9999999907209319,-0.8038025803621998,-1.6329570672371614,9.279068099160653e-09,311,256,0.04106983559185562,0.07181430179445962,"{""2025"": -0.9999998280615093, ""2026"": -0.9460326302439197}",entry_exit_+1h
2.0,0.0,10,btc,both,all,1,1.0854659651841008,-0.3834911660081187,-0.13326122549018993,1.7337726997540304,9.088324992179393,1210,6,10.986430886992355,2.8153651244404947,"{""2022"": 2.129657012155283, ""2023"": 0.5233895791577652, ""2024"": 0.9062336146417731}",0.30115587497577967,-0.6591669322000127,-0.35292945326879155,0.7122962835251854,1.5504025284569896,1081,13,9.21864168713935,0.9099671264967437,"{""2025"": 0.967345871473789, ""2026"": -0.21193189721361105}",excl_top1_oos
2.0,0.0,10,btc,both,all,3,1.0671730904937626,-0.680699624656963,-0.44304301285877923,1.193790755810429,8.851045531803285,953,45,33.66393637534838,7.045107505903393,"{""2022"": 2.3001051997956514, ""2023"": 2.017753845568487, ""2024"": -0.11124311439298107}",-0.3461009612182887,-0.9815556405808772,-0.6901619323952479,0.9388578582767849,0.49281771980961636,1244,131,53.12023030753314,4.609499647285361,"{""2025"": 8.248811933757823, ""2026"": -0.9467155648380251}",excl_top1_oos
2.0,0.0,10,btc,both,all,5,-0.6700507625148004,-0.992695930372599,-0.6298345250874536,0.31294623199630367,0.035811463053936066,1037,146,7.980854780601484,2.351951504311095,"{""2022"": -0.29876426579665316, ""2023"": -0.15446772794962982, ""2024"": -0.9396012658398527}",-0.9805399810583574,-0.9998767348099156,-0.9621291931819957,0.5830295209792626,0.0014129751501131666,1223,299,17.00688218374865,2.3645243115423105,"{""2025"": -0.8452812202505798, ""2026"": -0.9908674619047435}",excl_top1_oos
2.0,0.0,10,btc,both,all,10,-1.0,-1.0,-1.0,-0.7275059295315478,0.0,85,52,0.16589762846988348,0.1082042059053615,"{""2022"": -1.0, ""2023"": 0.0, ""2024"": 0.0}",-1.0,-1.0,-1.0,-0.22177661325230033,0.0,323,165,0.6822615662774358,0.22926270401399584,"{""2025"": -1.0, ""2026"": 0.0}",excl_top1_oos
2.0,0.0,10,btc,both,all,15,-0.9980184014912025,-0.9999999932482478,-0.9767365856823631,-1.2259001989564442,7.649649977717809e-09,340,256,0.032480994445400126,0.0666443652975813,"{""2022"": -0.9999998883783414, ""2023"": -0.9314680494951901, ""2024"": 0.0}",-1.0,-1.0,-1.0,-1.782237797001184,0.0,57,45,0.04052820828732362,0.06188355052339422,"{""2025"": -1.0, ""2026"": 0.0}",excl_top1_oos
2.0,0.0,10,btc,both,all,20,-1.0,-1.0,-1.0,-0.956803090070767,0.0,155,130,0.1216699690325054,0.12940911711122474,"{""2022"": -0.9985927439873781, ""2023"": -0.557230781862083, ""2024"": -1.0}",-0.9999845134330791,-0.999999990328895,-0.7485095064145133,-1.547435656277382,9.719665617114588e-09,326,277,0.06683872882924809,0.0991982479841199,"{""2025"": -0.9999996320948755, ""2026"": -0.9735810539975299}",excl_top1_oos
2.0,0.0,10,btc,both,all,1,1.1011623687263987,-0.38699056135968546,-0.13339779987907363,1.74492887952576,9.295276079313405,1212,6,11.285201840685717,2.8856367181153812,"{""2022"": 2.129657012155283, ""2023"": 0.5859578073932932, ""2024"": 0.872724617544667}",-0.4327163633068546,-0.8337208498967483,-0.21586417618922193,-0.38164350180748546,0.38894835060516725,1070,14,4.2711995324434975,0.5058768067887274,"{""2025"": 0.023009716029947613, ""2026"": -0.6197999447018158}",excl_top5_oos
2.0,0.0,10,btc,both,all,3,1.0671730904937626,-0.6787982851312013,-0.44304301285877923,1.1939220913517583,8.851045531803285,938,44,31.86839247876887,6.612701641009721,"{""2022"": 2.3001051997956514, ""2023"": 1.6050424629992381, ""2024"": 0.02956076432940713}",-0.8925030401274562,-0.995607565611926,-0.4599723787101142,-0.1837912299079093,0.02435257408529518,1106,124,9.388818299855727,1.2035782450254568,"{""2025"": -0.2574216327900255, ""2026"": -0.9672053817339267}",excl_top5_oos
2.0,0.0,10,btc,both,all,5,-0.6677533045349411,-0.9925421475967233,-0.6298345250874536,0.3201594444781363,0.0365654517859077,1035,145,8.501021906471449,2.400011832428452,"{""2022"": -0.29876426579665316, ""2023"": -0.11140055927732195, ""2024"": -0.9413185456174897}",-0.99314036042618,-0.9999889727146775,-0.8405780067834454,0.02635237440883872,0.0002487777157296064,1220,302,9.456026923645211,1.4994022183921993,"{""2025"": -0.9320950050386287, ""2026"": -0.9963363856241926}",excl_top5_oos
2.0,0.0,10,btc,both,all,10,-1.0,-1.0,-1.0,-0.7275059295315478,0.0,85,52,0.16589762846988348,0.1082042059053615,"{""2022"": -1.0, ""2023"": 0.0, ""2024"": 0.0}",-1.0,-1.0,-1.0,-0.5426620430004073,0.0,287,142,0.6294182431968014,0.22346400015110968,"{""2025"": -1.0, ""2026"": 0.0}",excl_top5_oos
2.0,0.0,10,btc,both,all,15,-0.9980184014912025,-0.9999999932482478,-0.9767365856823631,-1.2259001989564442,7.649649977717809e-09,340,256,0.032480994445400126,0.0666443652975813,"{""2022"": -0.9999998883783414, ""2023"": -0.9314680494951901, ""2024"": 0.0}",-1.0,-1.0,-1.0,-1.782237797001184,0.0,57,45,0.04052820828732362,0.06188355052339422,"{""2025"": -1.0, ""2026"": 0.0}",excl_top5_oos
2.0,0.0,10,btc,both,all,20,-1.0,-1.0,-1.0,-0.956803090070767,0.0,155,130,0.1216699690325054,0.12940911711122474,"{""2022"": -0.9985927439873781, ""2023"": -0.557230781862083, ""2024"": -1.0}",-0.9999845134330791,-0.999999990328895,-0.7485095064145133,-1.547435656277382,9.719665617114588e-09,326,277,0.06683872882924809,0.0991982479841199,"{""2025"": -0.9999996320948755, ""2026"": -0.9735810539975299}",excl_top5_oos
2.0,0.0,10,btc,both,all,1,0.3860255457195012,-0.6313501203046453,-0.16352357622326252,0.9202496618834877,2.6650301013836124,1259,6,6.112116362760757,1.7480635792176715,"{""2022"": 1.9882801844239943, ""2023"": -0.17636132382112912, ""2024"": 0.08278959015920728}",0.6478115694464182,-0.5751336094183362,-0.3640474886970255,0.9465542291610674,2.2978119860283366,1095,12,10.87685017573296,1.010947824410791,"{""2025"": 1.0412599265051998, ""2026"": 0.1256831901669575}",excl_top5_is
2.0,0.0,10,btc,both,all,3,-0.2256241968665994,-0.9363268875784039,-0.4437612308146567,0.3801060674634392,0.464035365541015,1062,48,12.743429658391227,3.6583921864576068,"{""2022"": 1.857701642860782, ""2023"": -0.496937689579792, ""2024"": -0.677215690808388}",-0.053900538471689186,-0.9603666668240394,-0.551024095008139,1.028383635684831,0.9118357897897402,1177,114,38.97855245115064,3.8783234789757506,"{""2025"": 6.516109466316607, ""2026"": -0.8786824761033454}",excl_top5_is
2.0,0.0,10,btc,both,all,5,-0.7679815918090481,-0.9970504101493388,-0.621073446458263,0.03368689249847917,0.01244024787969579,1010,136,4.752998239678064,1.7328066292956468,"{""2022"": -0.3996045931879003, ""2023"": -0.5034363643962136, ""2024"": -0.9582730385295011}",-0.9831847850421802,-0.9998539294212403,-0.8326749245534121,0.03855104106565303,0.0011077907528086635,1113,269,5.996180630992412,1.1378097252234223,"{""2025"": -0.957454154643957, ""2026"": -0.9739624223343508}",excl_top5_is
2.0,0.0,10,btc,both,all,10,-1.0,-1.0,-1.0,-0.7244440218652086,0.0,84,52,0.166946591846659,0.10825429518880349,"{""2022"": -1.0, ""2023"": 0.0, ""2024"": 0.0}",-1.0,-1.0,-1.0,-0.5128386593010384,0.0,637,334,0.5970515746213929,0.22308769561931724,"{""2025"": -0.9999100754420811, ""2026"": -1.0}",excl_top5_is
2.0,0.0,10,btc,both,all,15,-0.9981540658718479,-0.9999999945432544,-0.9767365856823631,-1.3253529431738933,6.182423897065911e-09,346,260,0.03259411640832523,0.0666518395331683,"{""2022"": -0.9999998436330226, ""2023"": -0.9604620873078025, ""2024"": 0.0}",-1.0,-1.0,-1.0,-1.782237797001184,0.0,57,45,0.04052820828732362,0.06188355052339422,"{""2025"": -1.0, ""2026"": 0.0}",excl_top5_is
