,book,nl,book_gross
2024-02-19,0.00296986,0.0,0.249014
2024-02-20,0.00201945,0.0,0.266489
2024-02-21,0.00375958,0.0,0.329906
2024-02-22,0.00488198,0.0,0.440917
2024-02-23,0.00159938,-0.0010388177554389,0.503769
2024-02-24,0.00214488,0.0062135825924638,0.543609
2024-02-25,0.00502872,-0.0039800753934343,0.590509
2024-02-26,0.00651067,0.0080343445106709,0.690906
2024-02-27,0.00194494,0.0148999289982145,0.74447
2024-02-28,0.00959682,0.0,0.771417
2024-02-29,-0.0128682,0.0,0.820458
2024-03-01,0.00564738,0.0,0.77333
2024-03-02,0.0163486,0.0,0.713245
2024-03-03,0.00676648,0.0,0.683551
2024-03-04,0.0257335,0.008136243292701,0.625203
2024-03-05,0.011242,-0.0035310044863182,0.610941
2024-03-06,-0.00118613,0.0006404856244475,0.576414
2024-03-07,-0.00105239,-0.0028066598027849,0.590237
2024-03-08,-0.000574649,0.0031306023487707,0.691323
2024-03-09,-0.0187199,0.0,0.703316
2024-03-10,0.0142737,0.0,0.713629
2024-03-11,0.00243558,0.0,0.765709
2024-03-12,-0.00873964,0.0,0.770977
2024-03-13,0.0159478,0.0,0.743812
2024-03-14,0.0224647,0.0,0.719616
2024-03-15,0.0121697,0.0087488655676057,0.868436
2024-03-16,-0.00362819,-0.0122091954363537,1.01363
2024-03-17,0.0122755,0.0216284456689404,0.950716
2024-03-18,0.0221232,0.0439857338245119,0.941517
2024-03-19,-0.0212788,-0.0015844528066669,0.89622
2024-03-20,0.00664021,-0.0002582259418257,0.91987
2024-03-21,-0.00445202,-0.0028686313956995,0.98004
2024-03-22,0.00291789,0.0010691969324281,0.930938
2024-03-23,-0.0001486,-0.0193579911373927,0.97675
2024-03-24,0.00439587,0.0162288255247371,0.882349
2024-03-25,0.00431891,-0.0090452568319839,1.01619
2024-03-26,0.0156984,0.0,1.115
2024-03-27,0.00560629,0.0,1.04698
2024-03-28,-0.00689265,0.0,0.828405
2024-03-29,0.00681043,0.0,0.882185
2024-03-30,-0.00911433,0.0,1.00439
2024-03-31,0.00301202,0.0,1.12481
2024-04-01,0.0155305,0.0,1.31846
2024-04-02,0.00209534,0.0,1.37303
2024-04-03,0.00448649,0.0,1.48217
2024-04-04,-0.00791465,0.0,1.1413
2024-04-05,-0.00821726,0.0,1.10094
2024-04-06,-0.00664368,-0.0015410057949083,1.05426
2024-04-07,-0.012135,0.0102250314055638,1.12517
2024-04-08,0.000493718,0.0093556762836013,1.12672
2024-04-09,0.000410051,0.0188539539454986,1.15389
2024-04-10,0.0131961,0.0053225303725794,1.3001
2024-04-11,-0.00133235,0.0005011354576238,1.26192
2024-04-12,-0.0161494,0.0376404016426461,1.08597
2024-04-13,0.00885491,0.0116652548564115,1.14622
2024-04-14,0.0132857,-0.0097223139427848,1.1824
2024-04-15,0.00272782,0.0141605330976279,1.37817
2024-04-16,-0.016826,0.0,1.39695
2024-04-17,-0.00716684,0.0,1.45109
2024-04-18,0.000898013,0.0,1.37325
2024-04-19,-0.0105922,0.0,1.35225
2024-04-20,0.00010389,0.0,0.890515
2024-04-21,0.00172114,0.0,0.826275
2024-04-22,-0.00988907,0.0,0.819386
2024-04-23,-0.0148054,0.0,0.746548
2024-04-24,-0.00742348,0.0,0.891542
2024-04-25,0.000826574,0.0,0.979736
2024-04-26,-0.00403544,0.0,1.05423
2024-04-27,0.00287458,0.0,1.05601
2024-04-28,0.00545824,0.0,1.18097
2024-04-29,-0.00713618,0.0,1.19913
2024-04-30,0.0208645,0.0,1.22022
2024-05-01,0.00311559,0.0,1.21465
2024-05-02,-0.00839602,0.0,0.904835
2024-05-03,-0.01558,0.0,0.93683
2024-05-04,-0.0143803,0.0,0.945048
2024-05-05,0.00287842,0.0,0.737586
2024-05-06,0.0040274,0.0,0.777191
2024-05-07,0.00870267,0.0,0.88315
2024-05-08,0.0179479,0.0,1.01393
2024-05-09,-0.00461438,0.0,1.13966
2024-05-10,-0.00161345,0.0,1.24427
2024-05-11,0.00155988,0.0,1.16715
2024-05-12,0.000384106,0.0,1.13427
2024-05-13,-0.00176623,0.0,1.09723
2024-05-14,-0.0102439,0.0,1.07937
2024-05-15,0.0109872,0.0,1.08508
2024-05-16,0.0111887,0.0,1.11179
2024-05-17,0.00517868,0.0,1.22477
2024-05-18,0.00851932,0.0,1.18416
2024-05-19,0.00438937,0.0019814437621694,1.16601
2024-05-20,-0.000894326,0.0095260417988232,0.980866
2024-05-21,-0.0153304,-0.0019655915582452,0.917625
2024-05-22,-0.0179902,0.0076917948579162,0.999314
2024-05-23,0.0149529,0.0066754588675723,1.00284
2024-05-24,-0.00675384,0.0,0.98934
2024-05-25,-0.00927189,0.0,0.98984
2024-05-26,0.00836071,0.0,0.673337
2024-05-27,-0.00671575,0.0,0.552563
2024-05-28,-0.00376544,0.0,0.516818
2024-05-29,-0.00567784,0.0,0.467922
2024-05-30,-0.00152625,0.0,0.398517
2024-05-31,0.00233136,0.0,0.361109
2024-06-01,0.00072304,0.0,0.349009
2024-06-02,-0.000194414,0.0059267918838812,0.34246
2024-06-03,-0.000998484,0.0104114162794668,0.279639
2024-06-04,-0.00084449,0.0021287949576584,0.274716
2024-06-05,2.54062e-05,0.0117436766778651,0.266347
2024-06-06,0.000438322,-0.0026894421739926,0.269509
2024-06-07,0.00244359,0.0,0.284694
2024-06-08,-0.00163034,0.0,0.313271
2024-06-09,-0.000522928,0.0,0.369761
2024-06-10,-0.000265436,0.0,0.41594
2024-06-11,-0.0026388,0.0,0.341071
2024-06-12,0.0016945,0.0,0.302565
2024-06-13,0.000335495,0.0,0.28076
2024-06-14,0.000881198,0.0,0.267064
2024-06-15,0.000714775,0.0,0.25333
2024-06-16,0.00098885,0.0,0.257642
2024-06-17,-1.91902e-05,0.0,0.250238
2024-06-18,0.000289215,0.0,0.224865
2024-06-19,0.000545351,0.0,0.245198
2024-06-20,0.000654679,0.0158069085786878,0.268928
2024-06-21,-0.00094195,0.0117195767922624,0.302416
2024-06-22,0.00140909,-0.0073610745917505,0.308984
2024-06-23,-0.000387356,0.0260250417794039,0.313635
2024-06-24,0.00666372,-0.0142847123914612,0.324045
2024-06-25,-0.00409535,0.009364755935024,0.356724
2024-06-26,0.000992185,0.0123571866830125,0.367767
2024-06-27,-0.000365796,0.0002108573194161,0.373931
2024-06-28,-0.00500791,0.0,0.349744
2024-06-29,-0.00271593,0.0,0.322504
2024-06-30,0.000908248,0.0,0.285682
2024-07-01,0.000682798,0.0,0.231779
2024-07-02,0.00239716,0.0,0.208616
2024-07-03,-0.000106198,0.0,0.19287
2024-07-04,0.000300786,0.0,0.183145
2024-07-05,0.000976351,0.0,0.192995
2024-07-06,0.000984608,0.0,0.207862
2024-07-07,0.00252418,0.0,0.225608
2024-07-08,0.00148684,0.0,0.248771
2024-07-09,0.000712013,0.0,0.278971
2024-07-10,0.00101873,0.0,0.343739
2024-07-11,0.000951137,0.0,0.410242
2024-07-12,-0.00247922,0.0,0.485741
2024-07-13,-0.00426193,0.0,0.460365
2024-07-14,0.00201627,0.0,0.416077
2024-07-15,-0.00638991,0.0,0.394312
2024-07-16,-0.00658533,0.0,0.353078
2024-07-17,1.07519e-05,0.0,0.311684
2024-07-18,-0.0003756,0.0,0.280792
2024-07-19,-0.000390959,0.0,0.240327
2024-07-20,-0.00185379,0.0,0.189513
2024-07-21,0.000545733,0.0,0.156547
2024-07-22,-0.000395776,0.0,0.140745
2024-07-23,0.000807382,0.0,0.120514
2024-07-24,8.96801e-05,0.0,0.112914
2024-07-25,0.000378215,0.0,0.105774
2024-07-26,-0.000584455,0.0,0.109239
2024-07-27,0.000832676,0.0,0.111137
2024-07-28,0.000919835,0.0,0.108821
2024-07-29,0.000762917,0.0,0.090131
2024-07-30,0.00012528,0.0,0.0851406
2024-07-31,-0.000448606,0.0,0.0866279
2024-08-01,0.000497456,0.0,0.0840658
2024-08-02,-0.000460384,0.0,0.0800847
2024-08-03,5.32592e-06,0.0,0.0741566
2024-08-04,-0.000651741,0.0,0.068289
2024-08-05,0.000763044,0.0,0.0375597
2024-08-06,-0.000552085,0.0,0.0392392
2024-08-07,0.00012057,0.0,0.0401668
2024-08-08,-0.000140591,0.0,0.0410711
2024-08-09,2.16337e-05,0.0,0.0431258
2024-08-10,-0.000209274,0.0,0.0431054
2024-08-11,6.81855e-05,0.0,0.0423353
2024-08-12,-0.000663645,0.0,0.0397423
2024-08-13,7.79829e-05,0.0,0.0409561
2024-08-14,6.91441e-05,0.0,0.040326
2024-08-15,0.000231342,0.0,0.0390262
2024-08-16,-4.6582e-05,0.0,0.0362462
2024-08-17,0.000288782,0.0,0.0476396
2024-08-18,0.000433753,0.0,0.0728273
2024-08-19,-0.000705987,0.0,0.124664
2024-08-20,-0.000457519,0.0,0.125697
2024-08-21,-0.000642018,0.0,0.117081
2024-08-22,-0.00126887,0.0,0.111301
2024-08-23,0.00070492,0.0,0.104018
2024-08-24,-0.000451491,0.0,0.0917404
2024-08-25,-0.000190352,0.0,0.0818125
2024-08-26,0.000340153,0.0,0.0802161
2024-08-27,-0.000256906,0.0,0.078307
2024-08-28,0.000202001,0.0,0.0735028
2024-08-29,9.81595e-05,0.0107696810046102,0.0734281
2024-08-30,-0.000372544,0.0020700074779549,0.0722926
2024-08-31,-8.05629e-05,0.0006122160978645,0.0723245
2024-09-01,-0.000182612,0.0151088142477218,0.0698593
2024-09-02,-0.000210304,0.0013414637375399,0.0567881
2024-09-03,-0.000858379,0.0,0.0558647
2024-09-04,0.000690561,0.0,0.0527088
2024-09-05,9.25082e-05,0.0,0.0518905
2024-09-06,0.00019309,0.0,0.0499126
2024-09-07,-6.57691e-05,0.0,0.049045
2024-09-08,-0.000127156,0.0,0.0496449
2024-09-09,-0.000358067,0.001942568830997,0.0387402
2024-09-10,-3.8293e-05,-0.0059587731889665,0.0381434
2024-09-11,0.000534858,0.0113478881971842,0.0373634
2024-09-12,-0.000217723,0.0011160032117647,0.0403352
2024-09-13,-0.000828066,-0.0008721344177292,0.0410634
2024-09-14,-3.96612e-05,0.0,0.0414515
2024-09-15,0.000341977,0.0,0.0409923
2024-09-16,8.50574e-05,0.0,0.0398614
2024-09-17,0.000333011,0.0,0.0459052
2024-09-18,-0.000174029,0.0008981318775369,0.0588588
2024-09-19,-0.000566609,-0.001526429772004,0.103084
2024-09-20,-0.000441169,0.0076833702724128,0.108394
2024-09-21,0.000233605,0.0151143847286789,0.101205
2024-09-22,0.000206787,0.010177791028338,0.0974887
2024-09-23,0.0010485,-0.014917852852154,0.0976702
2024-09-24,-0.000847499,0.0116407654925554,0.104322
2024-09-25,-0.00145073,0.0072257867222835,0.11323
2024-09-26,-0.00151488,0.0237733050468955,0.100758
2024-09-27,-0.00138486,0.0009926669892301,0.0843065
2024-09-28,-0.00104709,0.0,0.0695001
2024-09-29,-3.42587e-05,0.0092428248577081,0.0564727
2024-09-30,0.000200498,0.0026622033690277,0.0405137
2024-10-01,3.02708e-05,0.0168842449707051,0.0348487
2024-10-02,-4.75619e-05,-0.0044035006875065,0.0294185
2024-10-03,-0.000176838,0.0039055816560087,0.0252111
2024-10-04,0.000146438,-0.0061783198256905,0.0218365
2024-10-05,-0.000122191,0.0207294715410863,0.0190553
2024-10-06,-6.71229e-05,-0.0032908478890374,0.0161244
2024-10-07,0.000178741,-0.0053611698280924,0.0128697
2024-10-08,3.92691e-05,-0.0012477985520324,0.010841
2024-10-09,-6.47936e-05,0.0,0.00927727
2024-10-10,-1.45651e-05,0.0,0.00778429
2024-10-11,3.05811e-05,0.0,0.00690478
2024-10-12,5.31921e-05,0.0,0.00619243
2024-10-13,4.2884e-05,0.0,0.00545239
2024-10-14,-7.94108e-06,0.0,0.00485876
2024-10-15,-2.7003e-05,0.0,0.00437266
2024-10-16,-2.56382e-05,0.0,0.00380334
2024-10-17,-1.82517e-05,0.0,0.00328213
2024-10-18,-2.15453e-05,0.0,0.00333499
2024-10-19,-3.4981e-06,0.0,0.00817401
2024-10-20,-8.56326e-05,0.0,0.0279615
2024-10-21,0.00209774,0.0,0.0572545
2024-10-22,-0.00230749,0.0,0.0973365
2024-10-23,-0.0019789,0.0,0.0934518
2024-10-24,0.000650318,0.0106029364812967,0.0611813
2024-10-25,9.83839e-05,0.0106987945245016,0.0742069
2024-10-26,0.00201977,0.0235317232272156,0.133262
2024-10-27,-0.000191029,0.0164087765234932,0.185162
2024-10-28,0.000319586,0.0404189479123828,0.243058
2024-10-29,-0.00125469,-0.0195580623381824,0.308472
2024-10-30,-0.00155593,0.0116337561997683,0.278708
2024-10-31,-0.00129129,0.0158233350538699,0.19936
2024-11-01,0.00206713,0.0003833783389006,0.130589
2024-11-02,-0.000842334,0.0,0.119474
2024-11-03,0.000532452,0.0,0.133416
2024-11-04,4.24697e-05,0.0,0.140809
2024-11-05,0.00298643,0.0,0.163952
2024-11-06,-0.00534493,0.0,0.253804
2024-11-07,-0.00216625,0.0,0.130308
2024-11-08,3.20573e-06,0.0,0.0838534
2024-11-09,-0.000965714,-0.0225522027798689,0.0788965
2024-11-10,-0.000409304,0.0154337351115294,0.0403561
2024-11-11,-0.000678903,0.0229336706325991,0.0226493
2024-11-12,-0.000187951,0.0411651412303184,0.0146318
2024-11-13,-5.83844e-05,-0.0045633855663997,0.00586171
2024-11-14,5.16158e-05,0.0090736980534564,0.00184691
2024-11-15,6.31237e-06,0.0051846183464772,0.00465252
2024-11-16,0.000640738,0.0012505809192471,0.0108667
2024-11-17,-7.79919e-05,-0.0036987938260244,0.0199761
2024-11-18,0.000316676,0.0064508842679147,0.0346059
2024-11-19,0.000428856,0.0,0.0327893
2024-11-20,0.000717982,0.0,0.0405092
2024-11-21,0.00037674,0.0,0.0867831
2024-11-22,0.00130293,0.0,0.226469
2024-11-23,-0.00792563,0.0,0.219161
2024-11-24,-0.00279576,0.0031502223738755,0.148448
2024-11-25,-0.0029516,0.0115677154205047,0.137015
2024-11-26,0.00197744,0.0068054026671553,0.0988566
2024-11-27,0.00172429,0.0001656538702252,0.0920029
2024-11-28,-0.0013033,0.0031983459565947,0.0903063
2024-11-29,-0.000435751,0.0,0.0917224
2024-11-30,0.00430701,-0.0012474932712112,0.12112
2024-12-01,-0.00273406,0.0135987963984891,0.148846
2024-12-02,0.00355908,-0.0003351977532012,0.210657
2024-12-03,0.00455282,-0.0140417154774012,0.228639
2024-12-04,0.00290336,-0.0096501958325614,0.259563
2024-12-05,-0.00451161,0.0,0.312441
2024-12-06,0.000691832,0.0,0.274989
2024-12-07,-0.00350003,0.0,0.295361
2024-12-08,0.00331121,0.0,0.260008
2024-12-09,-0.00578688,0.0,0.283999
2024-12-10,0.00948499,0.0,0.324979
2024-12-11,0.00775843,0.0,0.434878
2024-12-12,0.00936048,0.003779822504305,0.506969
2024-12-13,0.00699509,-0.0057770304207842,0.561974
2024-12-14,-0.000759916,0.0103492931231221,0.661643
2024-12-15,0.00828561,-0.0074517829346236,0.847628
2024-12-16,0.0155775,-0.0019884513250006,1.03565
2024-12-17,-0.00458635,0.037849834560045,1.12001
2024-12-18,0.00298297,0.0,1.17688
2024-12-19,0.00727391,0.0019781258918112,1.12523
2024-12-20,-0.00130115,-0.0352182533630109,1.1644
2024-12-21,0.00293939,0.0029157499186003,1.2837
2024-12-22,0.00353648,0.0144061496665863,1.44248
2024-12-23,-0.0107755,-0.0188548155038248,1.54815
2024-12-24,-0.00617887,-0.0675672328333042,1.43695
2024-12-25,0.00396328,0.0,1.49018
2024-12-26,0.00591938,0.0,1.46359
2024-12-27,-0.000827412,0.0,1.47394
2024-12-28,0.00463095,0.0,1.4479
2024-12-29,0.00531571,0.0,1.25095
2024-12-30,-0.00136418,0.0,1.27351
2024-12-31,-0.0102276,0.0,1.29947
2025-01-01,0.00837523,0.0,1.32421
2025-01-02,0.00365905,0.0,1.28929
2025-01-03,0.00587143,0.0,1.33198
2025-01-04,-0.00153722,0.0,1.27468
2025-01-05,-0.00583006,0.018065020506047,1.4423
2025-01-06,-0.00196454,-0.0330609027418001,1.4227
2025-01-07,-0.00218274,0.0537196064003271,1.32111
2025-01-08,0.00431406,0.0388248926667538,1.39719
2025-01-09,-0.0113574,0.0688617194801315,1.35433
2025-01-10,0.00145161,0.0175522943782309,1.40715
2025-01-11,0.00560246,0.0103725560227425,1.45039
2025-01-12,-0.00715201,0.0235874812597562,1.39305
2025-01-13,-0.00335595,0.0052729551063295,0.551296
2025-01-14,-0.000403027,-0.0015775380776352,0.687082
2025-01-15,-4.73479e-05,0.0028533039787679,0.744031
2025-01-16,-0.00159961,0.0,0.691872
2025-01-17,-0.00257556,0.0,0.662214
2025-01-18,0.00237483,0.0,0.631739
2025-01-19,-0.00890766,0.0,0.583339
2025-01-20,-0.000170604,-0.0020845584360446,0.470705
2025-01-21,-0.00343737,-0.0045005002888753,0.366663
2025-01-22,0.0029376,0.0104534058927363,0.30883
2025-01-23,-0.000400435,0.014495910483089,0.299198
2025-01-24,0.00336852,0.0074179097306579,0.302387
2025-01-25,0.00188032,0.0038944715352529,0.295115
2025-01-26,5.50924e-05,0.0038278861574227,0.297358
2025-01-27,0.00295767,0.0219521422833175,0.276072
2025-01-28,0.00786668,0.0122850992754441,0.343228
2025-01-29,-0.00666361,-0.0027839959782649,0.412709
2025-01-30,0.000836311,0.0120832796018588,0.431859
2025-01-31,-0.00542568,0.0059013580564069,0.420857
2025-02-01,0.00172593,0.0,0.376684
2025-02-02,0.0023849,0.0,0.337281
2025-02-03,0.000257756,0.0,0.348771
2025-02-04,-0.0011215,0.0,0.35249
2025-02-05,-0.00243464,0.0,0.358685
2025-02-06,0.000399227,0.0,0.371062
2025-02-07,0.00160121,0.0,0.40737
2025-02-08,-0.000206244,0.0,0.456425
2025-02-09,0.00549753,0.0060456171762592,0.514295
2025-02-10,-0.00165932,-0.0015777420604685,0.640991
2025-02-11,-0.00328961,-0.0145352167658455,0.712411
2025-02-12,0.00117792,0.0007516300062782,0.815067
