sym,i,tranche,entry_t,entry_px,notional,E_before,exit_t,ret,reason,net,src
KAITOUSDT,288,0,28285,1.7731,0.07262046797598763,2.8878805979952547,28423,-0.5000000000000002,stop,-0.7126990732910337,binance
KAITOUSDT,288,1,28333,1.5003,0.11193456948468512,2.8867467741392794,28423,-0.7727454509098182,stop,-0.9449121207821952,binance
HYPE-USDT-SWAP,801,0,28303,24.76,0.14410376796231825,2.881772741333644,28447,0.2320274636510501,end,0.05806822517835802,okx
HYPE-USDT-SWAP,801,1,28351,21.913,0.1435305766287406,2.8703101183638915,28447,0.13225026240131432,end,-0.04005840639120578,okx
BRUSDT,299,0,28980,0.1831,0.19936160802673347,2.684722010145939,29124,0.45548880393227753,end,0.4551061601950098,binance
BRUSDT,299,1,29028,0.2082,0.26655809500801714,2.6650211780806545,29124,0.5211335254562921,end,0.48299165555613194,binance
PARTIUSDT,304,0,29077,0.3889,0.14201452986017182,2.824124851442312,29221,0.4412445358704038,end,0.3820129045488934,binance
PARTIUSDT,304,1,29125,0.3165,0.20741139046049736,2.9671208370953637,29221,0.3134281200631912,end,0.29200144566608016,binance
JELLYJELLYUSDT,305,0,29104,0.01996,0.20976573042957614,2.884939568468344,29248,0.38476953907815625,end,0.38533560150283847,binance
JELLYJELLYUSDT,305,1,29152,0.01544,0.27126877366383645,3.0182339338100324,29248,0.20466321243523322,end,0.2590104216825401,binance
GUNUSDT,310,0,29221,0.0648,0.18387398311219386,3.0841691673254332,29365,0.24845679012345678,end,0.14164420938194833,binance
GUNUSDT,310,1,29269,0.0452,0.21535390595404702,3.2207204075847367,29365,-0.07743362831858414,end,-0.17309774691948837,binance
ATHUSDT,311,0,29271,0.02782,0.29665320566501246,3.2236868512190733,29415,0.012580877066858398,end,-0.05335477645775712,binance
ATHUSDT,311,1,29319,0.03049,0.31866651457922984,3.185995946111682,29415,0.09904886848146932,end,0.020005168762343727,binance
